,title,year_published,min_players,max_players,play_time,pt_min,pt_max,age,categories,mechanics,subdomain,num_honors
199561,Sagrada,2017,1,4,45,30,45,14,"['Dice', 'Puzzle']","['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Grid Coverage', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Set-up']",Abstract Games,12
70149,Ora et Labora,2011,1,4,180,60,180,13,"['City Building', 'Economic', 'Industry / Manufacturing', 'Medieval', 'Religious', 'Territory Building']","['Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,11
294484,Unmatched: Cobble & Fog,2020,2,4,40,20,40,9,"['Card Game', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']","['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",Strategy Games,3
103343,A Game of Thrones: The Board Game (Second Edition),2011,3,6,240,120,240,14,"['Bluffing', 'Fantasy', 'Negotiation', 'Novel-based', 'Political', 'Wargame']","['Advantage Token', 'Alliances', 'Area Movement', 'Auction/Bidding', 'Auction: Sealed Bid', 'Card Play Conflict Resolution', 'Events', 'Hand Management', 'Income', 'Negotiation', 'Order Counters', ""Prisoner's Dilemma"", 'Simultaneous Action Selection', 'Variable Player Powers']",Strategy Games,2
12,Ra,1999,2,5,60,45,60,12,"['Ancient', 'Mythology']","['Auction/Bidding', 'Auction: Once Around', 'Closed Economy Auction', 'Constrained Bidding', 'Push Your Luck', 'Set Collection']",Strategy Games,3
150376,Dead of Winter: A Crossroads Game,2014,2,5,120,60,120,13,"['Bluffing', 'Deduction', 'Horror', 'Zombies']","['Action Points', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Semi-Cooperative Game', 'Storytelling', 'Trading', 'Traitor Game', 'Variable Player Powers', 'Voting']",Thematic Games,17
31627,Ticket to Ride: Nordic Countries,2007,2,3,60,30,60,8,['Trains'],"['Hand Management', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection']",Family Games,0
25021,Sekigahara: The Unification of Japan,2011,2,2,180,180,180,14,"['Civil War', 'Pike and Shot', 'Wargame']","['Action Points', 'Card Play Conflict Resolution', 'Force Commitment', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Turn Order: Auction', 'Variable Set-up']",Wargames,6
14105,Commands & Colors: Ancients,2006,2,2,60,60,60,12,"['Ancient', 'Wargame']","['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation']",Wargames,6
123260,Suburbia,2012,1,4,90,60,90,8,"['City Building', 'Economic']","['Auction: Dutch', 'Catch the Leader', 'End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Set Collection', 'Tile Placement']",Strategy Games,5
242302,Space Base,2018,2,5,60,60,60,14,"['Dice', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Open Drafting', 'Random Production']",Family Games,5
104006,Village,2011,2,4,90,60,90,12,"['Economic', 'Farming', 'Medieval']","['Area Majority / Influence', 'Contracts', 'Set Collection', 'Turn Order: Claim Action', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,23
171131,Captain Sonar,2016,2,8,60,45,60,14,"['Deduction', 'Fighting', 'Nautical', 'Real-time']","['Grid Movement', 'Hidden Movement', 'Line Drawing', 'Real-Time', 'Role Playing', 'Secret Unit Deployment', 'Simulation', 'Team-Based Game']",Party Games,13
227224,The Red Cathedral,2020,1,4,80,80,80,10,"['Dice', 'Economic']","['Area Majority / Influence', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Rondel', 'Solo / Solitaire Game', 'Victory Points as a Resource']",Strategy Games,5
221194,Dinosaur Island,2017,1,4,120,90,120,8,"['Animals', 'Economic', 'Science Fiction']","['Action Points', 'Dice Rolling', 'Income', 'Set Collection', 'Tile Placement', 'Worker Placement']",Strategy Games,8
188,Go,-2200,2,2,180,30,180,8,['Abstract Strategy'],"['Enclosure', 'Square Grid']",Abstract Games,0
21050,Combat Commander: Europe,2006,2,2,180,60,180,12,"['Wargame', 'World War II']","['Advantage Token', 'Campaign / Battle Card Driven', 'Grid Movement', 'Hexagon Grid', 'Line of Sight', 'Simulation', 'Variable Phase Order']",Wargames,8
148228,Splendor,2014,2,4,30,30,30,10,"['Card Game', 'Economic', 'Renaissance']","['Contracts', 'Open Drafting', 'Race', 'Set Collection']",Family Games,35
283155,Calico,2020,1,4,45,30,45,10,"['Animals', 'Puzzle']","['Enclosure', 'End Game Bonuses', 'Grid Coverage', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement']",Abstract Games,11
182631,Star Realms: Colony Wars,2015,2,2,20,20,20,12,"['Card Game', 'Fighting', 'Science Fiction']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Take That']",Strategy Games,1
195421,Near and Far,2017,2,4,120,90,120,13,"['Adventure', 'Exploration']","['Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",Thematic Games,6
245638,Coimbra,2018,2,4,90,60,90,14,"['Dice', 'Renaissance']","['Action Drafting', 'Auction/Bidding', 'Dice Rolling', 'End Game Bonuses', 'Income', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based', 'Variable Set-up', 'Worker Placement with Dice Workers']",Strategy Games,11
126042,Nations,2013,1,5,200,40,200,14,"['Card Game', 'Civilization', 'Economic']","['Events', 'Open Drafting', 'Turn Order: Pass Order', 'Variable Player Powers']",Strategy Games,12
